position_name,position_url,position_10%_salary,position_90%_salary,category_name,category_url,category_10%_salary,category_90%_salary
Co-ordinator,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/co-ordinator,964.0,2554.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Counter Clerk,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/counter-clerk,822.0,1849.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Courier,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/courier,826.0,1820.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Customs Broker,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/customs-broker,823.0,1869.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Dispatcher/Traffic Controller,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/dispatcher-traffic-controller,,,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Distribution Clerk,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/distribution-clerk,711.77666851544,1872.804584951,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Driver,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/driver,738.0,1955.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Engine Driver,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/engine-driver,890.0,2590.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Forklift Truck Operator,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/forklift-truck-operator,847.0,2021.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Forwarder,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/forwarder,948.0,1996.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Head of Vehicle Technical Inspection,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/head-of-vehicle-technical-inspection,1000.0,2696.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Import/Export Officer,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/import-export-officer,920.0,2753.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Logistics Clerk,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/logistics-clerk,955.81438343502,2354.4093178037,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Lorry Driver,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/lorry-driver,919.76335736735,2236.088001479,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Managing Clerk,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/managing-clerk,,,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Maritime Transport Organiser,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/maritime-transport-organiser,957.0,2504.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Pilot,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/pilot,1779.4416712886,6770.1978184507,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Postal Delivery Worker,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/postal-delivery-worker,615.0,1358.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Sailor,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/sailor,1425.0,8441.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Supply Chain Specialist,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/supply-chain-specialist,1096.0,2947.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Supply Technician,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/supply-technician,,,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Taxi driver,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/taxi-driver,943.0,2312.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Traffic Controller,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/traffic-controller,1136.9938990571,2418.1919023849,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Traffic Engineer,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/traffic-engineer,1111.0,3071.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Train Conductor,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/train-conductor,825.0,1800.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Trolleybus Driver,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/trolleybus-driver,888.0,2003.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
Warehouseman,https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics/warehouseman,839.0,1589.0,"Transport, Haulage, Logistics",https://www.manoalga.lt/en/salaryinfo/transport-haulage-logistics,916.0,2444.0
District Forest Officer,https://www.manoalga.lt/en/salaryinfo/water-management-forestry-environment/district-forest-officer,1026.0,2192.0,"Water Management, Forestry, Environment",https://www.manoalga.lt/en/salaryinfo/water-management-forestry-environment,842.0,2077.0
Ecologist,https://www.manoalga.lt/en/salaryinfo/water-management-forestry-environment/ecologist,929.0,1923.0,"Water Management, Forestry, Environment",https://www.manoalga.lt/en/salaryinfo/water-management-forestry-environment,842.0,2077.0
Environmentalist,https://www.manoalga.lt/en/salaryinfo/water-management-forestry-environment/environmentalist,798.0,1963.0,"Water Management, Forestry, Environment",https://www.manoalga.lt/en/salaryinfo/water-management-forestry-environment,842.0,2077.0
Forest Engineer,https://www.manoalga.lt/en/salaryinfo/water-management-forestry-environment/forest-engineer,1183.0,2518.0,"Water Management, Forestry, Environment",https://www.manoalga.lt/en/salaryinfo/water-management-forestry-environment,842.0,2077.0
Forest Technician,https://www.manoalga.lt/en/salaryinfo/water-management-forestry-environment/forest-technician,,,"Water Management, Forestry, Environment",https://www.manoalga.lt/en/salaryinfo/water-management-forestry-environment,842.0,2077.0
Forester,https://www.manoalga.lt/en/salaryinfo/water-management-forestry-environment/forester,805.0,2102.0,"Water Management, Forestry, Environment",https://www.manoalga.lt/en/salaryinfo/water-management-forestry-environment,842.0,2077.0
Forestry Manager,https://www.manoalga.lt/en/salaryinfo/water-management-forestry-environment/forestry-manager,1250.0,2846.0,"Water Management, Forestry, Environment",https://www.manoalga.lt/en/salaryinfo/water-management-forestry-environment,842.0,2077.0
Meteorologist,https://www.manoalga.lt/en/salaryinfo/water-management-forestry-environment/meteorologist,,,"Water Management, Forestry, Environment",https://www.manoalga.lt/en/salaryinfo/water-management-forestry-environment,842.0,2077.0
Water Management Engineer,https://www.manoalga.lt/en/salaryinfo/water-management-forestry-environment/water-management-engineer,993.0,2139.0,"Water Management, Forestry, Environment",https://www.manoalga.lt/en/salaryinfo/water-management-forestry-environment,842.0,2077.0
Water Management Technician,https://www.manoalga.lt/en/salaryinfo/water-management-forestry-environment/water-management-technician,,,"Water Management, Forestry, Environment",https://www.manoalga.lt/en/salaryinfo/water-management-forestry-environment,842.0,2077.0
Cabinet Maker,https://www.manoalga.lt/en/salaryinfo/wood-processing-industry/cabinet-maker,793.0,2372.0,Wood Processing Industry,https://www.manoalga.lt/en/salaryinfo/wood-processing-industry,849.0,1997.0
Design Engineer,https://www.manoalga.lt/en/salaryinfo/wood-processing-industry/design-engineer,986.0,1843.0,Wood Processing Industry,https://www.manoalga.lt/en/salaryinfo/wood-processing-industry,849.0,1997.0
Joiner,https://www.manoalga.lt/en/salaryinfo/wood-processing-industry/joiner,772.0,1831.0,Wood Processing Industry,https://www.manoalga.lt/en/salaryinfo/wood-processing-industry,849.0,1997.0
Lumberjack,https://www.manoalga.lt/en/salaryinfo/wood-processing-industry/lumberjack,803.0,1962.0,Wood Processing Industry,https://www.manoalga.lt/en/salaryinfo/wood-processing-industry,849.0,1997.0
Timber Engineer,https://www.manoalga.lt/en/salaryinfo/wood-processing-industry/timber-engineer,1090.0,2147.0,Wood Processing Industry,https://www.manoalga.lt/en/salaryinfo/wood-processing-industry,849.0,1997.0
Upholsterer,https://www.manoalga.lt/en/salaryinfo/wood-processing-industry/upholsterer,970.6045479756,2222.2222222222,Wood Processing Industry,https://www.manoalga.lt/en/salaryinfo/wood-processing-industry,849.0,1997.0
Woodworking Technician,https://www.manoalga.lt/en/salaryinfo/wood-processing-industry/woodworking-technician,749.0,2013.0,Wood Processing Industry,https://www.manoalga.lt/en/salaryinfo/wood-processing-industry,849.0,1997.0
